Product ID;Product;Brand;Category;pricing_role_category;URL;Price;Image URL
1036731;Kérastase GA AF Glaze Milk Long Hair Prone Frizz TS 45 ml;KÉRASTASE;Hair care and styling;C;https://www.kicks.se/sok?search-query=1036731;;https://images.matas.dk/encode/3474637283476_20260131040200.jpg
839685;Elf Liquid Metallic Eyeshadow Aurora FLP;e.l.f.;Makeup;C;https://www.kicks.se/sok?search-query=839685;;https://images.matas.dk/encode/609332829909_20241106180231.jpg
845162;CH Rouge Allure Matte Liquid Lip Colour 238 Émotive;CHANEL;Makeup;;https://www.kicks.se/sok?search-query=845162;;https://images.matas.dk/encode/3145891712384_20250622040000.jpg
1008648;OR GinZing Energizing Rich Cream 30 ml;Origins;Skin care;B;https://www.kicks.se/sok?search-query=1008648;;https://images.matas.dk/encode/717334261303_20250914180148.jpg
831775;Molton Brown Rhubarb & Rose Hand & Body Perfumed Soap 150 g;Molton Brown;Skin care;C;https://www.kicks.se/sok?search-query=831775;;https://images.matas.dk/encode/5030805015126_20231228144930.jpg
743788;Kérastase : Blond Absolu Cicaflash Conditioner 250 ml;KÉRASTASE;Hair care and styling;A;https://www.kicks.se/sok?search-query=743788;;https://images.matas.dk/encode/3474636692361_20250528040113.jpg
619803;LOR læber CR 258 Berry (G);L’Oréal Paris;Makeup;A;https://www.kicks.se/sok?search-query=619803;;https://images.matas.dk/encode/619803_1.jpg
827850;Guerlain Terracotta 24 Blush 03 PDR;Guerlain;Makeup;C;https://www.kicks.se/sok?search-query=827850;;https://images.matas.dk/encode/3346470440395_20250131125900.jpg
826115;La Mer The Serum Essence 30 ml;La Mer;Skin care;C;https://www.kicks.se/sok?search-query=826115;;https://images.matas.dk/encode/747930131830_20250527180122.jpg
94154066;JF Frizz Ease Touch-up creme;John Frieda;Hair care and styling;C;https://www.kicks.se/sok?search-query=94154066;;https://images.matas.dk/encode/5037156298222_20260205180400.jpg
1030120;Dior Forever Skin Glow 4.5W 30 ml (W);DIOR;Makeup;C;https://www.kicks.se/sok?search-query=1030120;;https://images.matas.dk/encode/3348901793261_20260216143400.jpg
10359384;Erborian Glow Moisturizer 50ml;Erborian;Skin care;;https://www.kicks.se/sok?search-query=10359384;;https://images.matas.dk/encode/8809255789829_20260825180441.jpg
836699;OR Youthtopia Refining Apple Peel 100 ml;Origins;Skin care;C;https://www.kicks.se/sok?search-query=836699;;https://images.matas.dk/encode/717334269712_20240815113820.jpg
833586;Matas Striber Curly 3 Curl Cream 150 ml;Matas Striber;Hair care and styling;;https://www.kicks.se/sok?search-query=833586;;https://images.matas.dk/encode/833586_20250710153700.jpg
1038525;Drunk Elephant Kamo Triple-Peptide Cover Drops 17W 15 ml;DRUNK ELEPHANT;Makeup;;https://www.kicks.se/sok?search-query=1038525;;https://images.matas.dk/encode/194249414954_20260818180000.jpg
727196;Ecooking Men Hår & Kropssæbe 250 ml (M);Ecooking;Skin care;C;https://www.kicks.se/sok?search-query=727196;;https://images.matas.dk/encode/727196_20240618094038.jpg
726074;MBS Fugtighedscreme up 250 ml (G);Matas Striber;Skin care;;https://www.kicks.se/sok?search-query=726074;;https://images.matas.dk/encode/726074_1.jpg
1022990;Dior Rouge Dior Shock Shine Lipstick 120 2,2 g (G);DIOR;Makeup;B;https://www.kicks.se/sok?search-query=1022990;;https://images.matas.dk/encode/3348901779104_20250902141500.jpg
1004416;NARS Soft Matte Complete Concealer Marron Glace 6,2g;NARS;Makeup;C;https://www.kicks.se/sok?search-query=1004416;;https://images.matas.dk/encode/607845022480_1_20240827160336.jpg
698055;NYX PMU Slim Eye Pencil - Sapphire (G);NYX PROFESSIONAL MAKEUP;Makeup;C;https://www.kicks.se/sok?search-query=698055;;https://images.matas.dk/encode/698055_1.jpg
638210;PB Peppemint & Avocado 60 ml;Philip B;Hair care and styling;C;https://www.kicks.se/sok?search-query=638210;;https://images.matas.dk/encode/893239000015_20231218125342.jpg
825178;EL Pure Color Explicit Slick Shine Lip Score To Settle;Estée Lauder;Makeup;C;https://www.kicks.se/sok?search-query=825178;;https://images.matas.dk/encode/887167709904_20240501091745.jpg
843999;GOSH JUICY Lip Butter 003 Autumn Brown 20 g;Gosh Copenhagen;Makeup;C;https://www.kicks.se/sok?search-query=843999;;https://images.matas.dk/encode/5711914201272_20250217180000.jpg
757070;Sensai Cellular Performance Cream Foundation 30 ml Warm Beig;Sensai;Makeup;B;https://www.kicks.se/sok?search-query=757070;;https://images.matas.dk/encode/4973167907368_20251219181500.jpg
766607;RIM Neglelak Super Gel Nail Polish 035 Pop Princess Pink;Rimmel;Makeup;C;https://www.kicks.se/sok?search-query=766607;;https://images.matas.dk/encode/3616301245773_20231024193025.jpg
836991;Redken Sculpting Curl Gel 250ml;Redken;Hair care and styling;B;https://www.kicks.se/sok?search-query=836991;;https://images.matas.dk/encode/3474637214746_20260828180600.jpg
815614;PTR Water Drench®Hyaluronic Cloud Barrier 50ml;Peter Thomas Roth;Skin care;C;https://www.kicks.se/sok?search-query=815614;;https://images.matas.dk/encode/670367019023.jpg
838444;NYX Buttermelt 06 For The Butta blush 5 g;NYX PROFESSIONAL MAKEUP;Makeup;A;https://www.kicks.se/sok?search-query=838444;;https://images.matas.dk/encode/800897257637_20260319180629.jpg
1015311;FUGAZZI Zen Garden Diffuser 300 ml;FUGAZZI;Sleep and relaxation;;https://www.kicks.se/sok?search-query=1015311;;https://images.matas.dk/encode/9509173554576_20250401125000.jpg
1003618;MARIA ÅKERBERG Serum Clearing 30 ml;MARIA ÅKERBERG;Skin care;C;https://www.kicks.se/sok?search-query=1003618;;https://images.matas.dk/encode/7340020108281_20251125091500.jpg
803757;Guerlain Terracotta Teint Fluid Foundation 2 Cool;Guerlain;Makeup;C;https://www.kicks.se/sok?search-query=803757;;https://images.matas.dk/encode/3346470439818_20250411040154.jpg
734136;LOR mascara Telescopic Extra Black (G);L’Oréal Paris;Makeup;AA;https://www.kicks.se/sok?search-query=734136;129.0;https://images.matas.dk/encode/734136_1.jpg
1000316;Medik8 Advanced Night Eye 15 ml;Medik8;Skin care;C;https://www.kicks.se/sok?search-query=1000316;;https://images.matas.dk/encode/818625024437_20240130153632.jpg
1026543;Too Faced Lip Injection Ext Lip Shaper Espresso Shot 0,38 g;Too Faced;Makeup;C;https://www.kicks.se/sok?search-query=1026543;;https://images.matas.dk/encode/651986012473_20260807040811.jpg
839408;Mancera Coco Vanille Edp 120 ml;Mancera;Fragrances;C;https://www.kicks.se/sok?search-query=839408;;https://images.matas.dk/encode/839408_20240625123558.jpg
729308;SHI Archliner Ink 01 Black (G);Shiseido;Makeup;C;https://www.kicks.se/sok?search-query=729308;;
784333;IDA WARG Silver Shampoo 250 ml;Ida Warg;Hair care and styling;A;https://www.kicks.se/sok?search-query=784333;;https://images.matas.dk/encode/7340074775163_1_20251208180300.jpg
823600;BABOR Ampoule Concentrates Collagen Booster 7x2 ml;BABOR;Skin care;C;https://www.kicks.se/sok?search-query=823600;;https://images.matas.dk/encode/4015165358688_20231024193440.jpg
1032289;TO Caffeine 3% + Escin 1% Face Serum 30 ml (G);The Ordinary;Skin care;C;https://www.kicks.se/sok?search-query=1032289;;https://images.matas.dk/encode/769915235661_20260507180200.jpg
1002341;Lenoites Eco-Friendly Hair Claw Champagne Pearl;Lenoites;Hair care and styling;C;https://www.kicks.se/sok?search-query=1002341;;https://images.matas.dk/encode/7350136850882_1_20240315103555.jpg
748837;Clean Reserve Skin 50 ml (W);Clean;Fragrances;C;https://www.kicks.se/sok?search-query=748837;;https://images.matas.dk/encode/874034011611_20240305164356.jpg
742352;NYX PMU CAN’T STOP WON’T STOP CONTOUR CONCEALER SOF (G);NYX PROFESSIONAL MAKEUP;Makeup;B;https://www.kicks.se/sok?search-query=742352;;https://images.matas.dk/encode/742352_1.jpg
10360513;Davidoff Cool Water Man EdT 125 ml Re-stage;Davidoff;Fragrances;C;https://www.kicks.se/sok?search-query=10360513;;https://images.matas.dk/encode/3616306969742_20260703181300.jpg
1006804;BeautyAct Radiant Cream Colour Sticks Blush Summer Romance (;BeautyAct;Makeup;;https://www.kicks.se/sok?search-query=1006804;;https://images.matas.dk/encode/7310642740626_20241010143829.jpg
826298;MAC Studio Fix Fluid Broad Spectrum Spf 15 Nw50 30 ml (W);MAC;Makeup;C;https://www.kicks.se/sok?search-query=826298;;https://images.matas.dk/encode/773602643073_20240416115238.jpg
839404;Mancera Aqua Wood Edp 120 ml;Mancera;Fragrances;C;https://www.kicks.se/sok?search-query=839404;;https://images.matas.dk/encode/839404_20240625124209.jpg
809302;Balmain Shine Wax 100 ml;BALMAIN PARIS Hair Couture;Hair care and styling;C;https://www.kicks.se/sok?search-query=809302;;https://images.matas.dk/encode/809302_1_20231024181448.jpg
10358056;Dior Rouge Dior Forever Liquid Transfer-Proof Lipstick 558;DIOR;Makeup;A;https://www.kicks.se/sok?search-query=10358056;;https://images.matas.dk/encode/3348901834605_20260731132000.jpg
772592;CL Ever Matte Loose Powder 01 Universal light;Clarins;Makeup;C;https://www.kicks.se/sok?search-query=772592;;https://images.matas.dk/encode/3380810482928.jpg
838612;NJ Baked Eyeshadow Palette Blossom;Nilens Jord;Makeup;;https://www.kicks.se/sok?search-query=838612;;https://images.matas.dk/encode/838612_1_20240924071546.jpg
833715;DUFFBEAUTY Classic French Short Almond;DUFFBEAUTY;Makeup;C;https://www.kicks.se/sok?search-query=833715;;https://images.matas.dk/encode/5714574000087_1_20250217180100.jpg
781630;LOR Volume Million Lashes Balm Brown;L’Oréal Paris;Makeup;A;https://www.kicks.se/sok?search-query=781630;;https://images.matas.dk/encode/781630_1.jpg
709584;MAC Lipglass Repack Oc May  4,8g Spite;MAC;Makeup;C;https://www.kicks.se/sok?search-query=709584;;
797285;Real Techniques Mini Brush Duo;Real Techniques;Makeup;C;https://www.kicks.se/sok?search-query=797285;;https://images.matas.dk/encode/797285_20250807123500.jpg
804225;CH N°1 De Chanel Red Camellia Revitalizing Rich CreamRefill;CHANEL;Skin care;;https://www.kicks.se/sok?search-query=804225;;https://images.matas.dk/encode/804225_1_20231024102309.jpg
801182;GAB Eye Tint 27;Armani;Makeup;C;https://www.kicks.se/sok?search-query=801182;;https://images.matas.dk/encode/3614273986267.jpg
878256;CH Coco Mademoiselle Body Lotion 200 Ml;CHANEL;Skin care;;https://www.kicks.se/sok?search-query=878256;;https://images.matas.dk/encode/3145891169454_1_20260828171200.jpg
706623;JPG Le Male EDT Spray 125 ml (G);Jean Paul Gaultier;Fragrances;B;https://www.kicks.se/sok?search-query=706623;;https://images.matas.dk/encode/8435415012669_20260317082100.jpg
1038517;Drunk Elephant Kamo Triple-Peptide Cover Drops 9C 15 ml;DRUNK ELEPHANT;Makeup;;https://www.kicks.se/sok?search-query=1038517;;https://images.matas.dk/encode/194249414879_20260818180100.jpg
821838;Maria Nila S&F Coils & Curls Weightless Curl Gel 125 ml;Maria Nila;Hair care and styling;C;https://www.kicks.se/sok?search-query=821838;;https://images.matas.dk/encode/821838.jpg
1022943;Bobbi Brown Lip Liner Muted Rose 1,15 g;Bobbi Brown;Makeup;C;https://www.kicks.se/sok?search-query=1022943;;https://images.matas.dk/encode/716170355627_20250730040200.jpg
836416;Bobbi Brown Weightless Foundation SPF15 Warm Sand 30ml;Bobbi Brown;Makeup;C;https://www.kicks.se/sok?search-query=836416;;https://images.matas.dk/encode/716170285405_20240812035755.jpg
827365;DIOR ADD LIPSTICK 546 INT24;DIOR;Makeup;C;https://www.kicks.se/sok?search-query=827365;;https://images.matas.dk/encode/3348901708647_20240311153809.jpg
759600;TO Granactive Retinoid 2% Emulsion 30 ml (G);The Ordinary;Skin care;A;https://www.kicks.se/sok?search-query=759600;;https://images.matas.dk/encode/769915195750_20240513203611.jpg
839413;Mancera Intense Cedrat Boise Edp 120 ml;Mancera;Fragrances;C;https://www.kicks.se/sok?search-query=839413;;https://images.matas.dk/encode/839413_20240625123728.jpg
1008827;ES Revitalizing Supreme+ Night Power Bounce Creme 75 ml OS;Estée Lauder;Skin care;C;https://www.kicks.se/sok?search-query=1008827;;https://images.matas.dk/encode/887167727823_20250623180200.jpg
789172;CLI Pop Plush Bubblegum Pop;Clinique;Makeup;C;https://www.kicks.se/sok?search-query=789172;;
1021705;GAB Luminous Silk Fdt 3 30 ml (G);Armani;Makeup;C;https://www.kicks.se/sok?search-query=1021705;;https://images.matas.dk/encode/3614274277616_20260303182302.jpg
742082;BI Blue Therapy Amber Algae Revitalize Moisturizin (M);Biotherm;Skin care;B;https://www.kicks.se/sok?search-query=742082;;https://images.matas.dk/encode/742082_1_20231020092631.jpg
1027447;COOHÉ Relax Smudge Kit;COOHÉ;Sleep and relaxation;C;https://www.kicks.se/sok?search-query=1027447;;https://images.matas.dk/encode/5744006931139_1_20251013040152.jpg
827179;Kylie Jenner Foundation 450 Goldenrod;Kylie Cosmetics;Makeup;C;https://www.kicks.se/sok?search-query=827179;;https://images.matas.dk/encode/4064941011606_20240419150532.jpg
1008572;MAC Colour Excess Gel Pencil Eyeliner Strawberry Milk;MAC;Makeup;C;https://www.kicks.se/sok?search-query=1008572;;https://images.matas.dk/encode/773602732517_20250409181100.jpg
1040561;Caudalíe Vinoclean Moisturizing Toner 200 ml;Caudalíe;Skin care;C;https://www.kicks.se/sok?search-query=1040561;;https://images.matas.dk/encode/3522930005575_20260708180100.jpg
826183;MAC Macximal Silky Matte Lipstick Candy Yum Yum 3.50 g;MAC;Makeup;B;https://www.kicks.se/sok?search-query=826183;;https://images.matas.dk/encode/773602685462_20240313014033.jpg
1032805;Benefit Play Daze Berri Liquid Cheek;Benefit Cosmetics;Makeup;C;https://www.kicks.se/sok?search-query=1032805;;https://images.matas.dk/encode/602004171603_20260202120900.jpg
1000667;Fenty Lip Treatment Oil Black cherry;FENTY;Makeup;C;https://www.kicks.se/sok?search-query=1000667;;https://images.matas.dk/encode/840026685009_20240719093832.jpg
685700;IDUN Minerals Creme Lipstick Frida;IDUN Minerals;Makeup;C;https://www.kicks.se/sok?search-query=685700;;
755142;Tommy Hilfiger Impact Men EDT 50ML (G);Tommy Hilfiger;Fragrances;C;https://www.kicks.se/sok?search-query=755142;;https://images.matas.dk/encode/7640496670184_20251006095200.jpg
841303;HICKAP The Wonder Base Stick 3W Buff;HICKAP;Makeup;C;https://www.kicks.se/sok?search-query=841303;;https://images.matas.dk/encode/7350124790428_20240819154321.jpg
672140;KM Angel.Masque 200ml;Kevin Murphy;Hair care and styling;C;https://www.kicks.se/sok?search-query=672140;;https://images.matas.dk/encode/672140_1.jpg
827542;DIOR RGE DIOR SATIN 844 INT23;DIOR;Makeup;C;https://www.kicks.se/sok?search-query=827542;;https://images.matas.dk/encode/3348901658973_20231212124127.jpg
1030245;Dior Addict Glass Refill 504 (G);DIOR;Makeup;C;https://www.kicks.se/sok?search-query=1030245;;https://images.matas.dk/encode/3348901816175_20260421124000.jpg
783918;DIOR Diorshow On Set Brow 01 Blond;DIOR;Makeup;C;https://www.kicks.se/sok?search-query=783918;;https://images.matas.dk/encode/783918_1_20260313090900.jpg
1004652;NARS #25 Smudge Brush;NARS;Makeup;C;https://www.kicks.se/sok?search-query=1004652;;https://images.matas.dk/encode/194251009407_1_20240815124353.jpg
1004587;NARS Powermatte Lip Pigment Bad Guy;NARS;Makeup;C;https://www.kicks.se/sok?search-query=1004587;;https://images.matas.dk/encode/194251021645_1_20240815134319.jpg
869719;LA Lait Galatéis Douceur 400 ml;Lancôme;Skin care;B;https://www.kicks.se/sok?search-query=869719;;
1012022;Fan Palm Hair Brush Extensions Brush Coco L;Fan Palm;Hair care and styling;C;https://www.kicks.se/sok?search-query=1012022;;https://images.matas.dk/encode/5744001181348_20241209180100.jpg
750294;KI Creme de Corps Soy Milk & Honey Whip BC 226 g (W);Kiehl’s;Skin care;B;https://www.kicks.se/sok?search-query=750294;;https://images.matas.dk/encode/3605975073485_20250312181000.jpg
837304;RMS Beauty Kakadu Beauty Oil 30 ml;RMS Beauty;Skin care;C;https://www.kicks.se/sok?search-query=837304;;https://images.matas.dk/encode/816248027453_20240610104215.jpg
94176755;ghd Sculpt Interactive Hair Straightener White;ghd;Hair care and styling;;https://www.kicks.se/sok?search-query=94176755;;
825622;YSL Couture Mini Clutch 700;Yves Saint Laurent;Makeup;C;https://www.kicks.se/sok?search-query=825622;;https://images.matas.dk/encode/3614274195668_20241002173128.jpg
799686;ES Pure Color Lipstick Matte Thrill Me;Estée Lauder;Makeup;C;https://www.kicks.se/sok?search-query=799686;;https://images.matas.dk/encode/887167615496_swatch.jpg
1008554;MAC Strobe Cream Uvlite 50 ml;MAC;Skin care;C;https://www.kicks.se/sok?search-query=1008554;;https://images.matas.dk/encode/773602749904_20250210180500.jpg
769171;Vichy Minéral 89 Eyes 15 ml (G);Vichy;Skin care;C;https://www.kicks.se/sok?search-query=769171;;https://images.matas.dk/encode/3337875596763_20250926180559.jpg
1033168;LOR True Match Hyaluron Tinted Balm PudFound Rosy Light 8 g;L’Oréal Paris;Makeup;B;https://www.kicks.se/sok?search-query=1033168;;https://images.matas.dk/encode/3600524253424_20260120180300.jpg
1027980;La Roche-Posay Hyalu B5 Suractivated Serum 30 ml;La Roche-Posay;Skin care;B;https://www.kicks.se/sok?search-query=1027980;;https://images.matas.dk/encode/3337875920582_20250926181000.jpg
648111;Moroccanoil Moisture Repair Shampoo 70 ml.;Moroccanoil;Hair care and styling;C;https://www.kicks.se/sok?search-query=648111;;https://images.matas.dk/encode/7290011521950.jpg
1004486;NARS Laguna Bronzing Cream 4 19g;NARS;Makeup;C;https://www.kicks.se/sok?search-query=1004486;;https://images.matas.dk/encode/194251134512_1_20240816124305.jpg
839937;Elf Soft Glam Satin Foundation 53 Deep Neutral FLP;e.l.f.;Makeup;C;https://www.kicks.se/sok?search-query=839937;;https://images.matas.dk/encode/609332849624_20240702141522.jpg
1015025;Burberry Goddess Parfum 30 ml;Burberry;Fragrances;B;https://www.kicks.se/sok?search-query=1015025;;https://images.matas.dk/encode/3616305271549_20250822120700.jpg
831744;Molton Brown Pink Pepper Bath & Shower Gel 300 ml;Molton Brown;Skin care;C;https://www.kicks.se/sok?search-query=831744;;https://images.matas.dk/encode/5030805002669_20241001164552.jpg
1004463;NARS Afterglow Liquid Blush Insatiable 7ml;NARS;Makeup;C;https://www.kicks.se/sok?search-query=1004463;;https://images.matas.dk/encode/194251132075_20250910180228.jpg
819381;Malin+Goetz Rum Hand + Body Wash 250ml;Malin+Goetz;Skin care;C;https://www.kicks.se/sok?search-query=819381;;https://images.matas.dk/encode/850036185895_1_20240822141204.jpg
798900;ZENZ Face 101 Face Cream Pure 50 ML;ZENZ;Skin care;C;https://www.kicks.se/sok?search-query=798900;;https://images.matas.dk/encode/5715012000171_20250716180200.jpg
836646;MAC Studio Radiance 24Hr Luminous Lift Concealer Nc20;MAC;Makeup;B;https://www.kicks.se/sok?search-query=836646;;https://images.matas.dk/encode/773602657162_20240809164939.jpg
1023134;ES Futurist Blushmaker Meet-Cute 10 ml;Estée Lauder;Makeup;C;https://www.kicks.se/sok?search-query=1023134;;https://images.matas.dk/encode/887167812437_20251121180249.jpg
740079;Anastasia Brow Wiz Dark Brown;Anastasia Beverly Hills;Makeup;AA;https://www.kicks.se/sok?search-query=740079;;https://images.matas.dk/encode/689304077033_20251023181400.jpg
1029543;CL Double Serum Foundation L4n 30 ml;Clarins;Makeup;A;https://www.kicks.se/sok?search-query=1029543;;https://images.matas.dk/encode/3666057362590_20260210180500.jpg
1033927;14 Juillet;Bastille;Fragrances;;https://www.kicks.se/sok?search-query=1033927;;https://images.matas.dk/encode/3770015491663_20251127131200.jpg
813339;NJ Nail Polish Pearly Lilac;Nilens Jord;Makeup;;https://www.kicks.se/sok?search-query=813339;;
1028638;GAB Mascara Volume 01 Black;Armani;Makeup;C;https://www.kicks.se/sok?search-query=1028638;;https://images.matas.dk/encode/3614274802740_20260630180559.jpg
627293;Sensai Mascara 38 C Separating & Lengthening Black (G);Sensai;Makeup;AA;https://www.kicks.se/sok?search-query=627293;;https://images.matas.dk/encode/4973167977293_20251219181900.jpg
1014108;MM Replica Fragrance EDT Afternoon Delight 30 ml (M);Maison Margiela;Fragrances;C;https://www.kicks.se/sok?search-query=1014108;;https://images.matas.dk/encode/3614274226447_20250110180200.jpg
1028069;NUXE Prodigieuse Boost Illuminating Concentrate 30 ml;Nuxe;Skin care;C;https://www.kicks.se/sok?search-query=1028069;;https://images.matas.dk/encode/3264680046568_20251210180712.jpg
1002006;MF MP SERUM FOUD 95-100 D-Very;Max Factor;Makeup;C;https://www.kicks.se/sok?search-query=1002006;;https://images.matas.dk/encode/3616305711731_20260202180848.jpg
1026512;Too Faced BTW Super Coverage Conceale LightBeige 13,5 ml;Too Faced;Makeup;B;https://www.kicks.se/sok?search-query=1026512;;
813399;NJ Nail Polish Northern Light;Nilens Jord;Makeup;;https://www.kicks.se/sok?search-query=813399;;https://images.matas.dk/encode/5709994020043_7.jpg
